name,norad_id,epoch_year,epoch_day,inclination_deg,raan_deg,eccentricity,arg_perigee_deg,mean_anomaly_deg,mean_motion_rev_per_day,bstar_drag,classification,source,line1,line2,semi_major_axis_km,orbital_period_min,altitude_km
LEMUR-2-ELEONORE,69940,26,217.03433833,97.7535,117.0617,0.0011859,64.7576,295.4871,895.5827591999999,0.00010435,U,active,1 69940U 26156BZ  26217.03433833  .00001019  00000+0  10435-3 0  9999,2 69940  97.7535 117.0617 0011859  64.7576 295.4871 14.92637932  4284,6967.851055459487,96.47349629327255,596.8510554594868
TRANSPORTER-17 OBJECT CA,69941,26,216.97540579,97.7483,116.97,0.0009947,62.361200000000004,297.8615,895.3804554000001,0.00036571,U,active,1 69941U 26156CA  26216.97540579  .00003683  00000+0  36571-3 0  9996,2 69941  97.7483 116.9700 0009947  62.3612 297.8615 14.92300759  4273,6968.90056810787,96.49529368094358,597.9005681078697
TRANSPORTER-17 OBJECT CB,69942,26,216.97573559,97.7481,116.96950000000001,0.0009827,62.3248,297.8967,895.3623486,0.00024873,U,active,1 69942U 26156CB  26216.97573559  .00002484  00000+0  24873-3 0  9991,2 69942  97.7481 116.9695 0009827  62.3248 297.8967 14.92270581  4276,6968.9945219234805,96.49724509311358,597.9945219234805
STARLINK-37886,69943,26,217.08336806,53.15970000000001,191.3679,0.000122,85.8362,50.66340000000001,937.9824714,-0.028984,U,active,1 69943U 26157A   26217.08336806 -.02380460  00000+0 -28984-1 0  9990,2 69943  53.1597 191.3679 0001220  85.8362  50.6634 15.63304119  5525,6756.257497048156,92.11259552755007,385.25749704815644
STARLINK-37937,69944,26,217.08336806,53.15970000000001,191.6422,0.0001609,92.764,268.792,932.9263452,-0.012421000000000001,U,active,1 69944U 26157B   26217.08336806 -.00777640  00000+0 -12421-1 0  9998,2 69944  53.1597 191.6422 0001609  92.7640 268.7920 15.54877242  5524,6780.646495202749,92.61181275942812,409.64649520274907
STARLINK-37903,69945,26,217.08336806,53.15970000000001,192.35510000000002,0.0001241,85.6205,283.7927,929.5904754000001,-0.00011947,U,active,1 69945U 26157C   26217.08336806 -.00007089  00000+0 -11947-3 0  9996,2 69945  53.1597 192.3551 0001241  85.6205 283.7927 15.49317459  5523,6796.858542406702,92.94415367457624,425.8585424067023
STARLINK-37905,69946,26,217.08336806,53.1598,191.5903,5.74e-05,111.7876,274.2093,933.4378422000002,-0.03780700000000001,U,active,1 69946U 26157D   26217.08336806 -.02326542  00000+0 -37807-1 0  9998,2 69946  53.1598 191.5903 0000574 111.7876 274.2093 15.55729737  5522,6778.169203187051,92.56106415866498,407.1692031870507
STARLINK-37904,69947,26,217.08336806,53.1602,191.36020000000002,0.0001303,88.3757,51.1411,936.3614832,-0.032512000000000006,U,active,1 69947U 26157E   26217.08336806 -.02398867  00000+0 -32512-1 0  9996,2 69947  53.1602 191.3602 0001303  88.3757  51.1411 15.60602472  5529,6764.052674744174,92.27205683934096,393.0526747441736
STARLINK-37891,69948,26,217.08336806,53.16,191.6344,0.000145,32.5099,331.5845,931.8875105999999,-0.055968,U,active,1 69948U 26157F   26217.08336806 -.03142026  00000+0 -55968-1 0  9992,2 69948  53.1600 191.6344 0001450  32.5099 331.5845 15.53145851  5528,6785.6847729134015,92.71505306941067,414.6847729134015
STARLINK-37923,69949,26,217.08336806,53.15970000000001,192.3432,0.000118,94.2884,280.0789,929.5872726,-5.5699e-05,U,active,1 69949U 26157G   26217.08336806 -.00003545  00000+0 -55699-4 0  9996,2 69949  53.1597 192.3432 0001180  94.2884 280.0789 15.49312121  5523,6796.874154328741,92.94447390436443,425.8741543287406
STARLINK-37895,69950,26,217.08336806,53.16,192.0367,0.0001659,71.08520000000001,94.1811,929.6062787999999,-3.4264e-05,U,active,1 69950U 26157H   26217.08336806 -.00002356  00000+0 -34264-4 0  9992,2 69950  53.1600 192.0367 0001659  71.0852  94.1811 15.49343798  5527,6796.781510670379,92.94257361463941,425.78151067037925
STARLINK-37841,69951,26,217.08336806,53.16,192.182,0.0001098,93.6554,359.8678,929.5889778,-8.3349e-05,U,active,1 69951U 26157J   26217.08336806 -.00005082  00000+0 -83349-4 0  9990,2 69951  53.1600 192.1820 0001098  93.6554 359.8678 15.49314963  5523,6796.865842387564,92.944303410823,425.86584238756404
STARLINK-37899,69952,26,217.08336806,53.1596,191.6267,0.0002186,107.83020000000002,259.0867,929.9227788000001,-0.016697,U,active,1 69952U 26157K   26217.08336806 -.00863768  00000+0 -16697-1 0  9993,2 69952  53.1596 191.6267 0002186 107.8302 259.0867 15.49871298  5525,6795.239229639668,92.91094053152793,424.23922963966834
STARLINK-37900,69953,26,217.08336806,53.1594,191.6625,0.0001268,144.9075,204.525,930.7893144,-0.0514,U,active,1 69953U 26157L   26217.08336806 -.02696038  00000+0 -51400-1 0  9991,2 69953  53.1594 191.6625 0001268 144.9075 204.5250 15.51315524  5520,6791.021138871787,92.8244433657843,420.0211388717871
STARLINK-37882,69954,26,217.08336806,53.1599,192.0132,0.0001337,95.4093,80.6274,929.5891014,-4.8828e-05,U,active,1 69954U 26157M   26217.08336806 -.00003163  00000+0 -48828-4 0  9994,2 69954  53.1599 192.0132 0001337  95.4093  80.6274 15.49315169  5522,6796.865239904427,92.94429105276512,425.86523990442674
STARLINK-37928,69955,26,217.08336806,53.1598,191.2996,0.000162,91.40400000000001,76.639,934.7445606,-0.036133,U,active,1 69955U 26157N   26217.08336806 -.02403394  00000+0 -36133-1 0  9990,2 69955  53.1598 191.2996 0001620  91.4040  76.6390 15.57907601  5525,6771.850740222527,92.4316691872922,400.85074022252684
STARLINK-37824,69956,26,217.08336806,53.1603,191.641,6.41e-05,111.261,248.6719,932.6009232,-0.038156,U,active,1 69956U 26157P   26217.08336806 -.02241100  00000+0 -38156-1 0  9993,2 69956  53.1603 191.6410 0000641 111.2610 248.6719 15.54334872  5521,6782.223763808453,92.64412874859569,411.22376380845344
STARLINK-37919,69957,26,217.08336806,53.1601,192.09550000000002,0.0001352,83.5278,51.7466,929.5882026000002,-7.823900000000001e-05,U,active,1 69957U 26157Q   26217.08336806 -.00004798  00000+0 -78239-4 0  9991,2 69957  53.1601 192.0955 0001352  83.5278  51.7466 15.49313671  5520,6796.869621071253,92.94438091871713,425.8696210712533
STARLINK-37964,69958,26,217.08336806,53.15970000000001,192.31800000000004,0.0001559,119.26760000000002,266.3673,929.5877562000001,-7.1271e-05,U,active,1 69958U 26157R   26217.08336806 -.00004411  00000+0 -71271-4 0  9993,2 69958  53.1597 192.3180 0001559 119.2676 266.3673 15.49312927  5523,6796.871797033904,92.94442555180461,425.87179703390393
STARLINK-37907,69959,26,217.08336806,53.15970000000001,191.6474,0.0001272,88.6821,267.4034,929.5778748,0.00013721,U,active,1 69959U 26157S   26217.08336806  .00007186  00000+0  13721-3 0  9999,2 69959  53.1597 191.6474 0001272  88.6821 267.4034 15.49296458  5528,6796.919964050931,92.9454135497675,425.9199640509314
STARLINK-37901,69960,26,217.08336806,53.16,191.3655,0.0001321,92.7706,42.2469,932.7168774,-0.040953,U,active,1 69960U 26157T   26217.08336806 -.02399792  00000+0 -40953-1 0  9997,2 69960  53.1600 191.3655 0001321  92.7706  42.2469 15.54528129  5526,6781.661647089492,92.63261134594754,410.66164708949236
STARLINK-37910,69961,26,217.08336806,53.1602,192.1207,9.48e-05,93.7695,28.413,929.5895999999999,-8.725300000000001e-05,U,active,1 69961U 26157U   26217.08336806 -.00005298  00000+0 -87253-4 0  9998,2 69961  53.1602 192.1207 0000948  93.7695  28.4130 15.49316000  5521,6796.862809500508,92.94424120063306,425.86280950050786
STARLINK-37925,69962,26,217.08336806,53.1604,191.3366,0.0001243,73.3266,75.7117,933.0781656,-0.033633,U,active,1 69962U 26157V   26217.08336806 -.02057308  00000+0 -33633-1 0  9990,2 69962  53.1604 191.3366 0001243  73.3266  75.7117 15.55130276  5524,6779.910959553322,92.59674396564832,408.91095955332185
STARLINK-37931,69963,26,217.08336806,53.1601,191.2571,0.0001689,90.9643,97.3188,934.9432266,-0.035545,U,active,1 69963U 26157W   26217.08336806 -.02395472  00000+0 -35545-1 0  9992,2 69963  53.1601 191.2571 0001689  90.9643  97.3188 15.58238711  5521,6770.891406286197,92.4120283904306,399.8914062861968
STARLINK-37914,69964,26,217.08336806,53.1599,192.0464,0.0001004,87.8031,70.5769,929.586102,6.0336e-07,U,active,1 69964U 26157X   26217.08336806 -.00000414  00000+0  60336-6 0  9990,2 69964  53.1599 192.0464 0001004  87.8031  70.5769 15.49310170  5523,6796.879860394553,92.944590946563,425.87986039455336
STARLINK-37840,69965,26,217.08336806,53.16,192.10450000000003,0.0001396,97.2555,31.9986,929.5892370000001,-7.794e-05,U,active,1 69965U 26157Y   26217.08336806 -.00004781  00000+0 -77940-4 0  9990,2 69965  53.1600 192.1045 0001396  97.2555  31.9986 15.49315395  5529,6796.864578927935,92.94427749489961,425.8645789279353
STARLINK-37894,69966,26,217.08336806,53.1599,192.0219,0.0001205,92.169,77.9857,929.5889688,-5.8561e-05,U,active,1 69966U 26157Z   26217.08336806 -.00003704  00000+0 -58561-4 0  9993,2 69966  53.1599 192.0219 0001205  92.1690  77.9857 15.49314948  5522,6796.865886257701,92.9443043106817,425.8658862577013
STARLINK-37875,69967,26,217.08336806,53.1603,191.4893,0.0001365,101.8294,330.3744,929.5782648,0.00011318000000000001,U,active,1 69967U 26157AA  26217.08336806  .00005848  00000+0  11318-3 0  9991,2 69967  53.1603 191.4893 0001365 101.8294 330.3744 15.49297108  5524,6796.918062974517,92.94537455497529,425.91806297451694
STARLINK-36218,69968,26,217.08336806,53.1601,191.2782,0.0001337,85.165,91.08660000000002,933.3389112,-0.038789000000000004,U,active,1 69968U 26157AB  26217.08336806 -.02367105  00000+0 -38789-1 0  9992,2 69968  53.1601 191.2782 0001337  85.1650  91.0866 15.55564852  5174,6778.648171190026,92.57087534142872,407.648171190026
STARLINK-37921,69969,26,217.08336806,53.1611,191.4643,8.93e-05,74.358,9.8803,931.0789488,-0.013267000000000001,U,active,1 69969U 26157AC  26217.08336806 -.00744821  00000+0 -13267-1 0  9999,2 69969  53.1611 191.4643 0000893  74.3580   9.8803 15.51798248  5523,6789.612726029536,92.79556810016453,418.61272602953613
STARLINK-37896,69970,26,217.08336806,53.1602,191.4429,0.0001052,126.0598,328.5127,929.7657162,-0.010116,U,active,1 69970U 26157AD  26217.08336806 -.00531980  00000+0 -10116-1 0  9991,2 69970  53.1602 191.4429 0001052 126.0598 328.5127 15.49609527  5527,6796.004474672906,92.92663570466033,425.0044746729063
STARLINK-37922,69971,26,217.08336806,53.1605,191.4199,0.0001867,92.1325,13.5478,929.571621,0.00026812000000000006,U,active,1 69971U 26157AE  26217.08336806  .00014479  00000+0  26812-3 0  9991,2 69971  53.1605 191.4199 0001867  92.1325  13.5478 15.49286035  5525,6796.950448723979,92.94603885072777,425.9504487239792
CHUANG XIN 26 (CX-26),69972,26,217.30400101,49.9814,191.3312,0.000497,12.841400000000002,347.2625,855.0722165999999,6.4167e-05,U,active,1 69972U 26158A   26217.30400101 -.00000009  00000+0  64167-4 0  9999,2 69972  49.9814 191.3312 0004970  12.8414 347.2625 14.25120361  3715,7186.225008847661,101.04409700451961,815.2250088476612
STARLINK-38024,69975,26,217.08336806,97.2848,56.9389,0.000125,92.0855,188.8951,945.108657,-0.00010745000000000001,U,active,1 69975U 26159A   26217.08336806 -.00016120  00000+0 -10745-3 0  9992,2 69975  97.2848  56.9389 0001250  92.0855 188.8951 15.75181095  5202,6722.252903922917,91.41806009295712,351.25290392291663
STARLINK-37993,69976,26,217.08336806,97.2846,56.9428,9.24e-05,108.5988,182.3773,945.1183464,-0.00025028,U,active,1 69976U 26159B   26217.08336806 -.00037308  00000+0 -25028-3 0  9994,2 69976  97.2846  56.9428 0000924 108.5988 182.3773 15.75197244  5206,6722.206959265065,91.41712287048668,351.20695926506505
STARLINK-37995,69977,26,217.07157561,97.2823,56.8328,0.0002551,94.2098,265.9459,945.1327584000001,0.0011508,U,active,1 69977U 26159C   26217.07157561  .00175344  00000+0  11508-2 0  9991,2 69977  97.2823  56.8328 0002551  94.2098 265.9459 15.75221264  5154,6722.138622697492,91.41572888264413,351.1386226974919
STARLINK-38057,69978,26,217.10121738,97.2861,56.9476,0.0001471,93.5982,266.5452,945.1041288,0.00018565,U,active,1 69978U 26159D   26217.10121738  .00027632  00000+0  18565-3 0  9990,2 69978  97.2861  56.9476 0001471  93.5982 266.5452 15.75173548  5168,6722.274375758922,91.4184980968205,351.27437575892236
STARLINK-38063,69979,26,217.11145392,97.2846,56.933,9.26e-05,91.3893,268.7479,945.1933680000001,0.0017968,U,active,1 69979U 26159E   26217.11145392  .00278388  00000+0  17968-2 0  9995,2 69979  97.2846  56.9330 0000926  91.3893 268.7479 15.75322280  5164,6721.851252584466,91.40986693846544,350.85125258446624
STARLINK-38093,69980,26,217.08336806,97.2847,56.9678,0.0001627,95.6039,253.02829999999997,946.6492536,-0.014927000000000003,U,active,1 69980U 26159F   26217.08336806 -.02181135  00000+0 -14927-1 0  9993,2 69980  97.2847  56.9678 0001627  95.6039 253.0283 15.77748756  5207,6714.957635221941,91.26928444873387,343.957635221941
STARLINK-38050,69981,26,217.06874644,97.2845,56.8378,0.0002101,87.6662,272.4844,945.0819252,0.00097154,U,active,1 69981U 26159G   26217.06874644  .00146968  00000+0  97154-3 0  9995,2 69981  97.2845  56.8378 0002101  87.6662 272.4844 15.75136542  5157,6722.3796633556285,91.42064586804564,351.3796633556285
STARLINK-38065,69982,26,217.06450762,97.2834,56.8424,8.68e-05,99.9418,260.1946,945.1253771999999,0.001253,U,active,1 69982U 26159H   26217.06450762  .00191167  00000+0  12530-2 0  9992,2 69982  97.2834  56.8424 0000868  99.9418 260.1946 15.75208962  5154,6722.173621500273,91.41644281731811,351.17362150027293
STARLINK-38077,69983,26,217.08336806,97.2845,56.9606,0.0001447,115.66190000000002,215.30290000000002,945.1244465999999,-0.00035351,U,active,1 69983U 26159J   26217.08336806 -.00052575  00000+0 -35351-3 0  9995,2 69983  97.2845  56.9606 0001447 115.6619 215.3029 15.75207411  5201,6722.178034078791,91.41653282889487,351.1780340787909
STARLINK-38068,69984,26,217.10898481,97.2842,56.936400000000006,0.0002182,61.8723,298.2763,945.0897594000002,0.0012541,U,active,1 69984U 26159K   26217.10898481  .00190846  00000+0  12541-2 0  9998,2 69984  97.2842  56.9364 0002182  61.8723 298.2763 15.75149599  5167,6722.342513769927,91.41988804836053,351.3425137699269
STARLINK-38089,69985,26,217.11850849,97.2842,56.9235,0.0001211,72.37470000000002,287.7651,945.1125053999999,0.0007355899999999999,U,active,1 69985U 26159L   26217.11850849  .00111013  00000+0  73559-3 0  9992,2 69985  97.2842  56.9235 0001211  72.3747 287.7651 15.75187509  5162,6722.234655699921,91.41768784810749,351.23465569992095
STARLINK-38073,69986,26,217.10369264,97.2843,56.9431,0.0001958,77.3056,282.8428,945.0833112,0.0010137,U,active,1 69986U 26159M   26217.10369264  .00153482  00000+0  10137-2 0  9996,2 69986  97.2843  56.9431 0001958  77.3056 282.8428 15.75138852  5163,6722.373090939998,91.42051179625147,351.3730909399983
STARLINK-38099,69987,26,217.12486194,97.2846,56.9136,0.000152,82.0577,278.0861,945.1109964,0.0006774200000000001,U,active,1 69987U 26159N   26217.12486194  .00102106  00000+0  67742-3 0  9993,2 69987  97.2846  56.9136 0001520  82.0577 278.0861 15.75184994  5161,6722.241811014259,91.4178338090491,351.24181101425893
STARLINK-38064,69988,26,217.11357225,97.2842,56.9292,0.0001948,78.0829,282.0655,945.0912,0.0012149,U,active,1 69988U 26159P   26217.11357225  .00184759  00000+0  12149-2 0  9999,2 69988  97.2842  56.9292 0001948  78.0829 282.0655 15.75152000  5169,6722.335682535661,91.41974869726859,351.33568253566136
STARLINK-38080,69989,26,217.10722374,97.2832,56.9409,0.0002935,61.7067,298.4494,945.0870924,0.0014815999999999998,U,active,1 69989U 26159Q   26217.10722374  .00226404  00000+0  14816-2 0  9997,2 69989  97.2832  56.9409 0002935  61.7067 298.4494 15.75145154  5163,6722.355160561386,91.42014603182406,351.3551605613857
STARLINK-38070,69990,26,217.1100445,97.2841,56.9348,0.0002446,66.2466,293.9055,945.086889,0.0012128,U,active,1 69990U 26159R   26217.11004450  .00184372  00000+0  12128-2 0  9999,2 69990  97.2841  56.9348 0002446  66.2466 293.9055 15.75144815  5163,6722.356125077282,91.4201657071131,351.35612507728183
STARLINK-38042,69991,26,217.1026302,97.2844,56.9441,0.000194,103.7418,256.4063,945.0887634,0.0010782,U,active,1 69991U 26159S   26217.10263020  .00163508  00000+0  10782-2 0  9991,2 69991  97.2844  56.9441 0001940 103.7418 256.4063 15.75147939  5166,6722.347236749206,91.41998439297073,351.3472367492059
STARLINK-38071,69992,26,217.11497738,97.2839,56.9284,0.0001023,120.8872,239.2494,945.0996708,0.0005658600000000001,U,active,1 69992U 26159T   26217.11497738  .00085027  00000+0  56586-3 0  9990,2 69992  97.2839  56.9284 0001023 120.8872 239.2494 15.75166118  5169,6722.2955148877945,91.41892931447627,351.2955148877945
STARLINK-38082,69993,26,217.10545458,97.2843,56.9405,0.0001791,80.0127,280.134,945.0901355999999,0.00098207,U,active,1 69993U 26159U   26217.10545458  .00148676  00000+0  98207-3 0  9999,2 69993  97.2843  56.9405 0001791  80.0127 280.1340 15.75150226  5160,6722.3407298515995,91.41985165800942,351.34072985159946
STARLINK-38090,69994,26,217.09204864,97.2846,56.960100000000004,0.00031,74.3644,285.7963,945.0903066,0.0011043000000000001,U,active,1 69994U 26159V   26217.09204864  .00167587  00000+0  11043-2 0  9995,2 69994  97.2846  56.9601 0003100  74.3644 285.7963 15.75150511  5167,6722.339918980024,91.4198351169503,351.33991898002387
STARLINK-38084,69995,26,217.12062458,97.2843,56.9195,0.0001235,104.8656,255.27460000000002,945.1165092000001,0.00058509,U,active,1 69995U 26159W   26217.12062458  .00088060  00000+0  58509-3 0  9998,2 69995  97.2843  56.9195 0001235 104.8656 255.2746 15.75194182  5165,6722.215670737498,91.41730057507284,351.21567073749793
STARLINK-38085,69996,26,217.09910398,97.284,56.9495,0.0002189,61.0531,299.0953,945.0908675999999,0.0011064,U,active,1 69996U 26159X   26217.09910398  .00167908  00000+0  11064-2 0  9993,2 69996  97.2840  56.9495 0002189  61.0531 299.0953 15.75151446  5163,6722.337258753939,91.41978085071067,351.33725875393884
STARLINK-38091,69997,26,217.08336806,97.2847,56.9796,0.0001376,91.252,283.7248,945.098241,-6.7495e-05,U,active,1 69997U 26159Y   26217.08336806 -.00010173  00000+0 -67495-4 0  9993,2 69997  97.2847  56.9796 0001376  91.2520 283.7248 15.75163735  5201,6722.302294807799,91.41906761838953,351.3022948077987
STARLINK-38086,69998,26,217.10334901,97.2856,56.9453,0.0002767,64.3063,295.8488,945.0556506,0.0046031,U,active,1 69998U 26159Z   26217.10334901  .00746793  00000+0  46031-2 0  9994,2 69998  97.2856  56.9453 0002767  64.3063 295.8488 15.75092751  5164,6722.504260616584,91.42318756059083,351.50426061658436
COSMOS 2251,22675,26,217.25021473,74.0371,245.5594,0.0026023,272.9063,86.911,859.9582488,2.1201000000000003e-05,U,cosmos,1 22675U 93036A   26217.25021473  .00000032  00000+0  21201-4 0  9999,2 22675  74.0371 245.5594 0026023 272.9063  86.9110 14.33263748731470,7158.979143087157,100.46999388698694,787.9791430871574
COSMOS 2251 DEB,33757,26,217.29168258,74.0347,253.58520000000001,0.0015435,217.8685,222.2419,859.5795096,1.7814e-05,U,cosmos,1 33757U 93036E   26217.29168258  .00000022  00000+0  17814-4 0  9993,2 33757  74.0347 253.5852 0015435 217.8685 222.2419 14.32632516913690,7161.081866516932,100.51426195606466,790.0818665169318
COSMOS 2251 DEB,33758,26,217.20287285,74.0278,130.9135,0.0016176,148.2325,11.5196,871.8287250000001,0.00045324,U,cosmos,1 33758U 93036F   26217.20287285  .00001848  00000+0  45324-3 0  9990,2 33758  74.0278 130.9135 0016176 148.2325  11.5196 14.53047875917233,7093.848222381551,99.10203406064649,722.8482223815508
COSMOS 2251 DEB,33760,26,217.14706449,74.0298,209.36730000000003,0.0021695,255.111,181.9584,861.479982,5.3462000000000004e-05,U,cosmos,1 33760U 93036H   26217.14706449  .00000129  00000+0  53462-4 0  9998,2 33760  74.0298 209.3673 0021695 255.1110 181.9584 14.35799970915037,7150.5461624568925,100.29252194510076,779.5461624568925
COSMOS 2251 DEB,33761,26,217.16333484,74.0354,175.1243,0.0023607,205.115,168.2225,865.8777384,0.00023537,U,cosmos,1 33761U 93036J   26217.16333484  .00000766  00000+0  23537-3 0  9992,2 33761  74.0354 175.1243 0023607 205.1150 168.2225 14.43129564916304,7126.314073527812,99.78314046929192,755.3140735278121
COSMOS 2251 DEB,33762,26,217.21592241,74.0391,239.50170000000003,0.0016382,249.68290000000002,188.415,860.2359017999999,1.6551e-05,U,cosmos,1 33762U 93036K   26217.21592241  .00000020  00000+0  16551-4 0  9999,2 33762  74.0391 239.5017 0016382 249.6829 188.4150 14.33726503914223,7157.438620714856,100.43756581097394,786.4386207148564
COSMOS 2251 DEB,33764,26,217.24830578,74.032,197.607,0.0020486,105.55100000000002,3.7224999999999997,863.9580066,0.00017654000000000001,U,cosmos,1 33764U 93036M   26217.24830578  .00000530  00000+0  17654-3 0  9992,2 33764  74.0320 197.6070 0020486 105.5510   3.7225 14.39930011915463,7136.866708574514,100.00486058346345,765.8667085745137
COSMOS 2251 DEB,33765,26,216.94908836,73.9993,40.0262,0.0047824,71.5874,289.0517,916.3502562000001,0.0015192,U,cosmos,1 33765U 93036N   26216.94908836  .00042156  00000+0  15192-2 0  9996,2 33765  73.9993  40.0262 0047824  71.5874 289.0517 15.27250427931894,6862.173133626895,94.28709100632649,491.1731336268949
COSMOS 2251 DEB,33766,26,217.03972806,74.1849,67.4166,0.0063386,203.913,155.9077,861.3661386000001,0.00028336,U,cosmos,1 33766U 93036P   26217.03972806  .00000811  00000+0  28336-3 0  9993,2 33766  74.1849  67.4166 0063386 203.9130 155.9077 14.35610231911218,7151.1761884277275,100.30577721621154,780.1761884277275
COSMOS 2251 DEB,33768,26,217.25648336,74.0674,199.6702,0.0367964,305.1109,159.898,815.1801336,0.00016053,U,cosmos,1 33768U 93036R   26217.25648336  .00000159  00000+0  16053-3 0  9995,2 33768  74.0674 199.6702 0367964 305.1109 159.8980 13.58633556864941,7418.799206242713,105.98884398524307,1047.799206242713
COSMOS 2251 DEB,33779,26,217.04490657,74.0432,72.3084,0.0015027,56.7511,95.1589,885.3684312,0.0010164,U,cosmos,1 33779U 93036U   26217.04490657  .00006923  00000+0  10164-2 0  9996,2 33779  74.0432  72.3084 0015027  56.7511  95.1589 14.75614052919938,7021.339720856136,97.58649275860921,650.3397208561364
COSMOS 2251 DEB,33782,26,216.43970306,74.0311,203.26760000000002,0.0021483,219.3928,295.8599,864.5899548,0.00022979,U,cosmos,1 33782U 93036X   26216.43970306  .00000714  00000+0  22979-3 0  9996,2 33782  74.0311 203.2676 0021483 219.3928 295.8599 14.40983258915061,7133.388620763816,99.93176478668013,762.3886207638161
COSMOS 2251 DEB,33785,26,217.26433069,73.8662,316.2342,0.001724,214.1924,168.663,885.0795089999999,0.0010157,U,cosmos,1 33785U 93036AA  26217.26433069  .00006843  00000+0  10157-2 0  9994,2 33785  73.8662 316.2342 0017240 214.1924 168.6630 14.75132515919753,7022.867651808617,97.61834854545255,651.8676518086168
COSMOS 2251 DEB,33789,26,217.0349902,74.0623,47.9515,0.0240087,108.4264,12.1052,833.4572706,0.00032606000000000003,U,cosmos,1 33789U 93036AE  26217.03499020  .00000477  00000+0  32606-3 0  9993,2 33789  74.0623  47.9515 0240087 108.4264  12.1052 13.89095451883624,7309.939489089854,103.66458251399168,938.9394890898539
COSMOS 2251 DEB,33791,26,217.27447979,74.1749,323.4116000000001,0.0028118,84.5769,339.6602,866.4926142,0.00029827,U,cosmos,1 33791U 93036AG  26217.27447979  .00001002  00000+0  29827-3 0  9994,2 33791  74.1749 323.4116 0028118  84.5769 339.6602 14.44154357914513,7122.942383729184,99.71233289711289,751.9423837291843
COSMOS 2251 DEB,33792,26,216.7551414,73.9013,329.8595,0.0431056,352.9826,174.2345,807.7170414,0.00026432,U,cosmos,1 33792U 93036AH  26216.75514140  .00000256  00000+0  26432-3 0  9991,2 33792  73.9013 329.8595 0431056 352.9826 174.2345 13.46195069856047,7464.427617260056,106.9681529193003,1093.4276172600557
COSMOS 2251 DEB,33793,26,217.08458865,73.9798,81.9029,0.0077709,178.85110000000003,333.9107,857.0404464,0.00031821,U,cosmos,1 33793U 93036AJ  26217.08458865  .00000796  00000+0  31821-3 0  9997,2 33793  73.9798  81.9029 0077709 178.8511 333.9107 14.28400744905666,7175.218479284115,100.8120449424801,804.2184792841153
COSMOS 2251 DEB,33795,26,217.24633392,74.0455,309.3565,0.0029459,333.6867,56.6577,910.3549242,0.00071106,U,cosmos,1 33795U 93036AL  26217.24633392  .00014299  00000+0  71106-3 0  9990,2 33795  74.0455 309.3565 0029459 333.6867  56.6577 15.17258207935809,6892.2683412889255,94.90803828619526,521.2683412889255
COSMOS 2251 DEB,33797,26,217.30568668,74.0471,306.8707,0.0062747,333.5918,81.8477,875.2706183999999,0.00019096,U,cosmos,1 33797U 93036AN  26217.30568668  .00000885  00000+0  19096-3 0  9998,2 33797  74.0471 306.8707 0062747 333.5918  81.8477 14.58784364924193,7075.238892328353,98.7123275746874,704.2388923283534
COSMOS 2251 DEB,33798,26,217.28971894,74.0278,57.070100000000004,0.0090416,120.74,54.169500000000006,866.9020637999998,9.1215e-05,U,cosmos,1 33798U 93036AP  26217.28971894  .00000305  00000+0  91215-4 0  9996,2 33798  74.0278  57.0701 0090416 120.7400  54.1695 14.44836773919954,7120.699365621002,99.6652374101777,749.6993656210016
COSMOS 2251 DEB,33799,26,216.78741471,74.0338,336.5764,0.0024342,353.048,166.5042,891.4752636,0.0011838,U,cosmos,1 33799U 93036AQ  26216.78741471  .00010329  00000+0  11838-2 0  9995,2 33799  74.0338 336.5764 0024342 353.0480 166.5042 14.85792106922954,6989.237690538961,96.91800045140367,618.237690538961
COSMOS 2251 DEB,33805,26,217.28623345,74.0282,223.0347,0.0061181,350.0338,9.9607,875.015769,0.0001558,U,cosmos,1 33805U 93036AW  26217.28623345  .00000709  00000+0  15580-3 0  9998,2 33805  74.0282 223.0347 0061181 350.0338   9.9607 14.58359615926605,7076.612606901995,98.74107765936729,705.6126069019947
COSMOS 2251 DEB,33811,26,217.26884719,73.8272,170.1931,0.003216,209.8669,265.1737,909.0683316,0.00086496,U,cosmos,1 33811U 93036BC  26217.26884719  .00016408  00000+0  86496-3 0  9994,2 33811  73.8272 170.1931 0032160 209.8669 265.1737 15.15113886935749,6898.7698335424275,95.0423603998307,527.7698335424275
COSMOS 2251 DEB,33816,26,216.98254723,73.8934,66.54040000000002,0.0265042,35.1036,326.7233,829.2734922,0.00028543000000000004,U,cosmos,1 33816U 93036BH  26216.98254723  .00000379  00000+0  28543-3 0  9992,2 33816  73.8934  66.5404 0265042  35.1036 326.7233 13.82122487879232,7334.50517523838,104.1875820373654,963.5051752383797
COSMOS 2251 DEB,33818,26,216.92140799,74.07050000000001,29.810600000000004,0.0003504,293.2028,66.8812,925.3565658,0.0017717,U,cosmos,1 33818U 93036BK  26216.92140799  .00076953  00000+0  17717-2 0  9996,2 33818  74.0705  29.8106 0003504 293.2028  66.8812 15.42260943934500,6817.575157984528,93.36941368682511,446.57515798452823
